id,text,loc,sentiment,aspects,conf,time
3971,The traffic is very good.,Dum Dum,Positive,Transit,96.4%,06:55 PM
3972,The bus is very good. . The phari is very good. . The smell is very good.,Jadavpur,Positive,"Transit,Safety,Hygiene",99.8%,06:55 PM
3973,The safe is very good.,Kestopur,Positive,Safety,97.9%,06:55 PM
3974,The flyover is extremely bad.,Newtown,Negative,Roads,95.3%,06:55 PM
3975,The rasta is very good.,Garia,Positive,Roads,99.3%,06:55 PM
3976,The drain is very good.,Garia,Positive,Hygiene,98.5%,06:55 PM
3977,The transport is extremely bad. . The ondhokar is extremely bad. . The naali is extremely bad.,Newtown,Negative,"Transit,Safety,Hygiene",96.2%,06:55 PM
3978,The sewage is very good.,Kestopur,Positive,Hygiene,95.1%,06:55 PM
3979,The bhoy is very good.,Tollygunge,Positive,Safety,94.1%,06:55 PM
3980,The path is extremely bad. . The metro is extremely bad.,Kestopur,Negative,"Roads,Transit",97.0%,06:55 PM
3981,The nongra is very good.,Lake Town,Positive,Hygiene,99.1%,06:55 PM
3982,The shuttle is extremely bad. . The sewage is extremely bad.,Dum Dum,Negative,"Transit,Hygiene",96.6%,06:55 PM
3983,The sawari is extremely bad.,Tollygunge,Negative,Transit,97.6%,06:55 PM
3984,The raasta is extremely bad.,Garia,Negative,Roads,97.5%,06:55 PM
3985,The dakat is extremely bad.,Garia,Negative,Safety,97.3%,06:55 PM
3986,The path is very good. . The cctv is very good. . The bhir is very good.,Dum Dum,Positive,"Roads,Safety,Transit",99.0%,06:55 PM
3987,The pul is very good.,Kestopur,Positive,Roads,97.0%,06:55 PM
3988,The bus is very good. . The dar is very good. . The raasta is very good.,Sector V,Positive,"Transit,Safety,Roads",99.0%,06:55 PM
3989,The bhir is very good.,Jadavpur,Positive,Transit,97.9%,06:55 PM
3990,The bridge is extremely bad. . The suraksha is extremely bad.,Dum Dum,Negative,"Roads,Safety",99.8%,06:55 PM
3991,The sanitation is very good. . The marg is very good.,Newtown,Positive,"Hygiene,Roads",95.7%,06:55 PM
3992,The rasta is extremely bad.,Lake Town,Negative,Roads,98.7%,06:55 PM
3993,The khof is very good. . The bhir is very good.,Behala,Positive,"Safety,Transit",99.2%,06:55 PM
3994,The churi is very good.,Sector V,Positive,Safety,97.8%,06:55 PM
3995,The safe is extremely bad.,Behala,Negative,Safety,96.2%,06:55 PM
3996,The transport is extremely bad. . The goli is extremely bad.,Newtown,Negative,"Transit,Roads",99.9%,06:55 PM
3997,The pul is very good. . The raksha is very good.,Sector V,Positive,"Roads,Safety",96.7%,06:55 PM
3998,The protection is very good. . The moila is very good.,Sector V,Positive,"Safety,Hygiene",95.1%,06:55 PM
3999,The rickshaw is extremely bad.,Kestopur,Negative,Transit,96.0%,06:55 PM
4000,The kaada is very good.,Lake Town,Positive,Roads,95.1%,06:55 PM
4001,The bus is very good.,Garia,Positive,Transit,99.7%,06:55 PM
4002,The metro is very good.,Jadavpur,Positive,Transit,99.6%,06:55 PM
4003,The surface is very good.,Lake Town,Positive,Roads,98.9%,06:55 PM
4004,The dakat is very good.,Lake Town,Positive,Safety,94.8%,06:55 PM
4005,The paribahan is extremely bad. . The badbu is extremely bad. . The khof is extremely bad.,Tollygunge,Negative,"Transit,Hygiene,Safety",99.6%,06:55 PM
4006,The garbage is extremely bad.,Lake Town,Negative,Hygiene,96.1%,06:55 PM
4007,The waste is extremely bad. . The janbahon is extremely bad.,Salt Lake,Negative,"Hygiene,Transit",96.1%,06:55 PM
4008,The auto is very good. . The raasta is very good.,Lake Town,Positive,"Transit,Roads",98.5%,06:55 PM
4009,The porishkar is extremely bad. . The kaada is extremely bad. . The auto is extremely bad.,Tollygunge,Negative,"Hygiene,Roads,Transit",95.4%,06:55 PM
4010,The gaadi is very good.,Newtown,Positive,Transit,95.1%,06:55 PM
4011,The garbage is extremely bad. . The divider is extremely bad. . The transport is extremely bad.,Garia,Negative,"Hygiene,Roads,Transit",94.8%,06:55 PM
4012,The chori is extremely bad.,Sector V,Negative,Safety,96.1%,06:55 PM
4013,The swachh is very good.,Kestopur,Positive,Hygiene,97.8%,06:55 PM
4014,The nordoma is very good.,Newtown,Positive,Hygiene,96.4%,06:55 PM
4015,The swachh is very good.,Sector V,Positive,Hygiene,97.5%,06:55 PM
4016,The rickshaw is very good.,Sector V,Positive,Transit,95.4%,06:55 PM
4017,The safe is very good.,Tollygunge,Positive,Safety,98.0%,06:55 PM
4018,The safety is extremely bad. . The sanitation is extremely bad.,Dum Dum,Negative,"Safety,Hygiene",95.1%,06:55 PM
4019,The gaadi is very good.,Salt Lake,Positive,Transit,95.8%,06:55 PM
4020,The janbahon is extremely bad.,Salt Lake,Negative,Transit,96.8%,06:55 PM
4021,The gaddha is very good.,Salt Lake,Positive,Roads,99.6%,06:55 PM
4022,The lane is very good. . The congestion is very good. . The dustbin is very good.,Tollygunge,Positive,"Roads,Transit,Hygiene",99.3%,06:55 PM
4023,The safe is extremely bad. . The safai is extremely bad.,Salt Lake,Negative,"Safety,Hygiene",95.3%,06:55 PM
4024,The sewage is extremely bad.,Tollygunge,Negative,Hygiene,94.2%,06:55 PM
4025,The traffic is extremely bad. . The kaada is extremely bad.,Garia,Negative,"Transit,Roads",99.2%,06:55 PM
4026,The kudedan is very good. . The bhid is very good. . The chori is very good.,Lake Town,Positive,"Hygiene,Transit,Safety",98.5%,06:55 PM
4027,The flyover is very good.,Tollygunge,Positive,Roads,98.2%,06:55 PM
4028,The crime is extremely bad.,Tollygunge,Negative,Safety,94.6%,06:55 PM
4029,The yatayat is very good. . The nikashi is very good. . The gully is very good.,Jadavpur,Positive,"Transit,Hygiene,Roads",94.2%,06:55 PM
4030,The gaadi is very good. . The alo is very good.,Kestopur,Positive,"Transit,Safety",97.1%,06:55 PM
4031,The auto is extremely bad.,Kestopur,Negative,Transit,96.9%,06:55 PM
4032,The cctv is extremely bad. . The pul is extremely bad. . The moila is extremely bad.,Tollygunge,Negative,"Safety,Roads,Hygiene",95.8%,06:55 PM
4033,The moila is very good.,Garia,Positive,Hygiene,95.8%,06:55 PM
4034,The sanitation is very good. . The auto is very good.,Kestopur,Positive,"Hygiene,Transit",94.1%,06:55 PM
4035,The bhir is extremely bad.,Lake Town,Negative,Transit,98.6%,06:55 PM
4036,The safe is very good.,Dum Dum,Positive,Safety,97.6%,06:55 PM
4037,The auto is extremely bad. . The litter is extremely bad.,Garia,Negative,"Transit,Hygiene",95.1%,06:55 PM
4038,The dark is extremely bad. . The badhu is extremely bad.,Kestopur,Negative,"Safety,Hygiene",96.8%,06:55 PM
4039,The lane is very good.,Jadavpur,Positive,Roads,99.9%,06:55 PM
4040,The pul is very good. . The stench is very good.,Newtown,Positive,"Roads,Hygiene",94.7%,06:55 PM
4041,The theft is extremely bad.,Jadavpur,Negative,Safety,99.6%,06:55 PM
4042,The auto is very good.,Tollygunge,Positive,Transit,94.9%,06:55 PM
4043,The sarak is very good.,Garia,Positive,Roads,99.6%,06:55 PM
4044,The kaada is very good.,Garia,Positive,Roads,97.0%,06:55 PM
4045,The litter is very good. . The path is very good.,Kestopur,Positive,"Hygiene,Roads",96.0%,06:55 PM
4046,The suraksha is extremely bad.,Newtown,Negative,Safety,98.6%,06:55 PM
4047,The nikashi is extremely bad. . The lighting is extremely bad. . The raasta is extremely bad.,Sector V,Negative,"Hygiene,Safety,Roads",99.5%,06:55 PM
4048,The rickshaw is very good.,Garia,Positive,Transit,99.3%,06:55 PM
4049,The nongra is very good.,Lake Town,Positive,Hygiene,96.2%,06:55 PM
4050,The badhu is extremely bad. . The andhera is extremely bad.,Tollygunge,Negative,"Hygiene,Safety",96.6%,06:55 PM
4051,The dustbin is very good. . The manush is very good. . The chori is very good.,Dum Dum,Positive,"Hygiene,Roads,Safety",94.5%,06:55 PM
4052,The auto is extremely bad. . The flyover is extremely bad.,Jadavpur,Negative,"Transit,Roads",98.2%,06:55 PM
4053,The sanitation is extremely bad.,Tollygunge,Negative,Hygiene,94.7%,06:55 PM
4054,The naali is very good. . The alo is very good.,Tollygunge,Positive,"Hygiene,Safety",96.4%,06:55 PM
4055,The rickshaw is extremely bad.,Kestopur,Negative,Transit,96.8%,06:55 PM
4056,The alo is very good. . The pothole is very good.,Jadavpur,Positive,"Safety,Roads",98.3%,06:55 PM
4057,The police is very good. . The road is very good.,Salt Lake,Positive,"Safety,Roads",99.2%,06:55 PM
4058,The nordoma is extremely bad. . The sarak is extremely bad.,Behala,Negative,"Hygiene,Roads",99.4%,06:55 PM
4059,The khof is very good. . The divider is very good.,Kestopur,Positive,"Safety,Roads",96.1%,06:55 PM
4060,The divider is very good.,Lake Town,Positive,Roads,94.3%,06:55 PM
4061,The drain is very good.,Dum Dum,Positive,Hygiene,97.9%,06:55 PM
4062,The janbahon is extremely bad.,Jadavpur,Negative,Transit,96.5%,06:55 PM
4063,The dustbin is very good.,Sector V,Positive,Hygiene,95.8%,06:55 PM
4064,The bhid is extremely bad. . The gandagi is extremely bad.,Dum Dum,Negative,"Transit,Hygiene",95.0%,06:55 PM
4065,The bus is very good. . The aborjna is very good. . The raksha is very good.,Sector V,Positive,"Transit,Hygiene,Safety",97.4%,06:55 PM
4066,The flyover is very good.,Kestopur,Positive,Roads,97.9%,06:55 PM
4067,The rickshaw is extremely bad.,Garia,Negative,Transit,95.6%,06:55 PM
4068,The bhir is very good. . The phari is very good.,Lake Town,Positive,"Transit,Safety",95.4%,06:55 PM
4069,The khana khondko is very good. . The metro is very good.,Tollygunge,Positive,"Roads,Transit",95.5%,06:55 PM
4070,The bus is extremely bad. . The raasta is extremely bad. . The litter is extremely bad.,Behala,Negative,"Transit,Roads,Hygiene",98.6%,06:55 PM
4071,The kachra is very good.,Salt Lake,Positive,Hygiene,96.6%,06:55 PM
4072,The naala is extremely bad. . The flyover is extremely bad. . The protection is extremely bad.,Kestopur,Negative,"Hygiene,Roads,Safety",95.3%,06:55 PM
4073,The bus is very good.,Sector V,Positive,Transit,95.8%,06:55 PM
4074,The bus is extremely bad. . The asphalt is extremely bad. . The nordoma is extremely bad.,Lake Town,Negative,"Transit,Roads,Hygiene",95.5%,06:55 PM
4075,The bhir is very good. . The lighting is very good. . The sadak is very good.,Dum Dum,Positive,"Transit,Safety,Roads",99.1%,06:55 PM
4076,The rickshaw is very good.,Tollygunge,Positive,Transit,99.1%,06:55 PM
4077,The auto is extremely bad. . The secure is extremely bad.,Behala,Negative,"Transit,Safety",96.6%,06:55 PM
4078,The police is extremely bad. . The pothole is extremely bad.,Newtown,Negative,"Safety,Roads",96.2%,06:55 PM
4079,The bhoy is extremely bad.,Sector V,Negative,Safety,98.8%,06:55 PM
4080,The highway is very good.,Sector V,Positive,Roads,99.6%,06:55 PM
4081,The rickshaw is extremely bad.,Sector V,Negative,Transit,99.6%,06:55 PM
4082,The manush is extremely bad.,Behala,Negative,Roads,97.9%,06:55 PM
4083,The road is extremely bad.,Jadavpur,Negative,Roads,97.2%,06:55 PM
4084,The metro is very good.,Tollygunge,Positive,Transit,98.4%,06:55 PM
4085,The raksha is very good.,Tollygunge,Positive,Safety,95.3%,06:55 PM
4086,The waste is extremely bad.,Tollygunge,Negative,Hygiene,98.2%,06:55 PM
4087,The traffic is extremely bad.,Lake Town,Negative,Transit,96.1%,06:55 PM
4088,The commute is extremely bad. . The trash is extremely bad.,Kestopur,Negative,"Transit,Hygiene",99.8%,06:55 PM
4089,The ganda is very good. . The alo is very good.,Newtown,Positive,"Hygiene,Safety",95.4%,06:55 PM
4090,The khof is very good. . The naala is very good. . The khana khondko is very good.,Dum Dum,Positive,"Safety,Hygiene,Roads",97.7%,06:55 PM
4091,The swachh is very good.,Dum Dum,Positive,Hygiene,96.3%,06:55 PM
4092,The rickshaw is very good.,Salt Lake,Positive,Transit,97.9%,06:55 PM
4093,The churi is extremely bad.,Lake Town,Negative,Safety,94.0%,06:55 PM
4094,The yatayat is extremely bad. . The chori is extremely bad.,Jadavpur,Negative,"Transit,Safety",98.2%,06:55 PM
4095,The khof is extremely bad.,Jadavpur,Negative,Safety,95.0%,06:55 PM
4096,The congestion is very good.,Kestopur,Positive,Transit,99.8%,06:55 PM
4097,The kaada is extremely bad.,Sector V,Negative,Roads,94.2%,06:55 PM
4098,The metro is extremely bad.,Garia,Negative,Transit,98.0%,06:55 PM
4099,The shuttle is extremely bad. . The pul is extremely bad. . The litter is extremely bad.,Sector V,Negative,"Transit,Roads,Hygiene",97.7%,06:55 PM
4100,The trash is very good. . The khana khondko is very good. . The auto is very good.,Salt Lake,Positive,"Hygiene,Roads,Transit",97.0%,06:55 PM
4101,The chori is extremely bad.,Jadavpur,Negative,Safety,98.8%,06:55 PM
4102,The divider is extremely bad. . The sanitation is extremely bad.,Tollygunge,Negative,"Roads,Hygiene",99.8%,06:55 PM
4103,The naala is very good.,Sector V,Positive,Hygiene,99.5%,06:55 PM
4104,The khof is very good.,Dum Dum,Positive,Safety,98.1%,06:55 PM
4105,The road is very good.,Dum Dum,Positive,Roads,97.7%,06:55 PM
4106,The dustbin is very good.,Sector V,Positive,Hygiene,99.1%,06:55 PM
4107,The theft is extremely bad.,Sector V,Negative,Safety,97.0%,06:55 PM
4108,The bus is very good.,Garia,Positive,Transit,96.2%,06:55 PM
4109,The marg is extremely bad.,Garia,Negative,Roads,95.3%,06:55 PM
4110,The dustbin is very good. . The auto is very good.,Dum Dum,Positive,"Hygiene,Transit",98.6%,06:55 PM
4111,The naala is extremely bad. . The street is extremely bad. . The phari is extremely bad.,Behala,Negative,"Hygiene,Roads,Safety",94.9%,06:55 PM
4112,The congestion is very good. . The kachra is very good.,Tollygunge,Positive,"Transit,Hygiene",98.2%,06:55 PM
4113,The kaada is very good. . The dakat is very good.,Sector V,Positive,"Roads,Safety",94.0%,06:55 PM
4114,The rickshaw is extremely bad. . The alo is extremely bad.,Tollygunge,Negative,"Transit,Safety",98.2%,06:55 PM
4115,The safe is extremely bad.,Lake Town,Negative,Safety,98.5%,06:55 PM
4116,The pul is extremely bad. . The nirapotta is extremely bad.,Lake Town,Negative,"Roads,Safety",99.0%,06:55 PM
4117,The metro is very good. . The sarak is very good.,Sector V,Positive,"Transit,Roads",97.4%,06:55 PM
4118,The dustbin is extremely bad. . The traffic is extremely bad.,Salt Lake,Negative,"Hygiene,Transit",94.5%,06:55 PM
4119,The transport is very good. . The sewage is very good.,Dum Dum,Positive,"Transit,Hygiene",98.1%,06:55 PM
4120,The path is very good. . The phari is very good.,Lake Town,Positive,"Roads,Safety",95.3%,06:55 PM
4121,The divider is extremely bad.,Lake Town,Negative,Roads,96.9%,06:55 PM
4122,The kudedan is extremely bad. . The goli is extremely bad.,Sector V,Negative,"Hygiene,Roads",97.7%,06:55 PM
4123,The porishkar is extremely bad.,Newtown,Negative,Hygiene,97.3%,06:55 PM
4124,The gaadi is very good. . The kachra is very good.,Garia,Positive,"Transit,Hygiene",95.1%,06:55 PM
4125,The surface is extremely bad.,Behala,Negative,Roads,99.1%,06:55 PM
4126,The safety is very good. . The kaada is very good.,Lake Town,Positive,"Safety,Roads",98.5%,06:55 PM
4127,The sadak is very good.,Jadavpur,Positive,Roads,98.3%,06:55 PM
4128,The stench is very good. . The marg is very good.,Garia,Positive,"Hygiene,Roads",97.6%,06:55 PM
4129,The paribahan is very good. . The pothole is very good.,Lake Town,Positive,"Transit,Roads",96.0%,06:55 PM
4130,The bridge is extremely bad.,Kestopur,Negative,Roads,97.4%,06:55 PM
4131,The rickshaw is extremely bad.,Tollygunge,Negative,Transit,95.5%,06:55 PM
4132,The trash is very good.,Lake Town,Positive,Hygiene,98.2%,06:55 PM
4133,The badbu is extremely bad. . The safe is extremely bad. . The bus is extremely bad.,Kestopur,Negative,"Hygiene,Safety,Transit",98.1%,06:55 PM
4134,The ondhokar is very good. . The nongra is very good.,Sector V,Positive,"Safety,Hygiene",97.3%,06:55 PM
4135,The police is very good.,Dum Dum,Positive,Safety,96.2%,06:55 PM
4136,The yatayat is very good.,Kestopur,Positive,Transit,96.3%,06:55 PM
4137,The churi is very good. . The bhid is very good.,Lake Town,Positive,"Safety,Transit",98.1%,06:55 PM
4138,The pul is very good.,Garia,Positive,Roads,96.3%,06:55 PM
4139,The porishkar is very good.,Behala,Positive,Hygiene,96.4%,06:55 PM
4140,The dustbin is extremely bad.,Lake Town,Negative,Hygiene,99.3%,06:55 PM
4141,The metro is extremely bad. . The sanitation is extremely bad.,Newtown,Negative,"Transit,Hygiene",96.6%,06:55 PM
4142,The flyover is extremely bad. . The bus is extremely bad.,Sector V,Negative,"Roads,Transit",99.7%,06:55 PM
4143,The rickshaw is extremely bad.,Dum Dum,Negative,Transit,98.7%,06:55 PM
4144,The bus is extremely bad. . The porishkar is extremely bad.,Kestopur,Negative,"Transit,Hygiene",95.8%,06:55 PM
4145,The toto is very good.,Behala,Positive,Transit,94.8%,06:55 PM
4146,The path is extremely bad.,Sector V,Negative,Roads,98.6%,06:55 PM
4147,The badhu is very good.,Tollygunge,Positive,Hygiene,95.0%,06:55 PM
4148,The bus is very good.,Garia,Positive,Transit,94.7%,06:55 PM
4149,The ondhokar is very good.,Jadavpur,Positive,Safety,98.5%,06:55 PM
4150,The divider is extremely bad.,Behala,Negative,Roads,99.3%,06:55 PM
4151,The badbu is extremely bad.,Dum Dum,Negative,Hygiene,98.3%,06:55 PM
4152,The dar is very good. . The sawari is very good.,Dum Dum,Positive,"Safety,Transit",99.3%,06:55 PM
4153,The rickshaw is extremely bad.,Sector V,Negative,Transit,99.5%,06:55 PM
4154,The naala is extremely bad.,Salt Lake,Negative,Hygiene,95.3%,06:55 PM
4155,The frequency is very good. . The rasta is very good.,Tollygunge,Positive,"Transit,Roads",97.5%,06:55 PM
4156,The path is very good. . The nongra is very good.,Newtown,Positive,"Roads,Hygiene",94.9%,06:55 PM
4157,The traffic is very good. . The crime is very good.,Dum Dum,Positive,"Transit,Safety",98.3%,06:55 PM
4158,The street is very good.,Salt Lake,Positive,Roads,97.4%,06:55 PM
4159,The sawari is very good.,Sector V,Positive,Transit,98.1%,06:55 PM
4160,The drain is very good. . The crime is very good.,Garia,Positive,"Hygiene,Safety",99.8%,06:55 PM
4161,The yatayat is very good.,Tollygunge,Positive,Transit,98.2%,06:55 PM
4162,The aborjna is very good.,Newtown,Positive,Hygiene,98.0%,06:55 PM
4163,The khof is very good. . The toto is very good. . The dustbin is very good.,Lake Town,Positive,"Safety,Transit,Hygiene",99.4%,06:55 PM
4164,The garbage is extremely bad.,Lake Town,Negative,Hygiene,96.9%,06:55 PM
4165,The badbu is extremely bad.,Jadavpur,Negative,Hygiene,99.3%,06:55 PM
4166,The unnoto is extremely bad.,Behala,Negative,Roads,95.7%,06:55 PM
4167,The naali is extremely bad.,Garia,Negative,Hygiene,98.0%,06:55 PM
4168,The gully is extremely bad. . The commute is extremely bad. . The safai is extremely bad.,Tollygunge,Negative,"Roads,Transit,Hygiene",97.9%,06:55 PM
4169,The andhera is very good. . The bus is very good.,Garia,Positive,"Safety,Transit",96.4%,06:55 PM
4170,The trash is very good.,Lake Town,Positive,Hygiene,98.0%,06:55 PM
4171,The patrol is very good.,Behala,Positive,Safety,96.0%,06:55 PM
4172,The khof is extremely bad. . The smell is extremely bad.,Behala,Negative,"Safety,Hygiene",99.1%,06:55 PM
4173,The bhoy is extremely bad. . The ganda is extremely bad.,Behala,Negative,"Safety,Hygiene",98.5%,06:55 PM
4174,The light is very good.,Behala,Positive,Safety,98.2%,06:55 PM
4175,The rickshaw is extremely bad.,Lake Town,Negative,Transit,95.9%,06:55 PM
4176,The lane is extremely bad. . The nirapotta is extremely bad.,Garia,Negative,"Roads,Safety",96.3%,06:55 PM
4177,The drain is extremely bad. . The ondhokar is extremely bad.,Tollygunge,Negative,"Hygiene,Safety",94.6%,06:55 PM
4178,The paribahan is very good.,Kestopur,Positive,Transit,96.6%,06:55 PM
4179,The raksha is very good.,Lake Town,Positive,Safety,98.3%,06:55 PM
4180,The litter is very good.,Dum Dum,Positive,Hygiene,99.0%,06:55 PM
4181,The badhu is very good. . The bhir is very good.,Salt Lake,Positive,"Hygiene,Transit",95.0%,06:55 PM
4182,The raasta is very good.,Garia,Positive,Roads,95.1%,06:55 PM
4183,The pul is extremely bad.,Lake Town,Negative,Roads,97.8%,06:55 PM
4184,The khana khondko is very good.,Kestopur,Positive,Roads,99.7%,06:55 PM
4185,The kudedan is very good.,Lake Town,Positive,Hygiene,97.9%,06:55 PM
4186,The road is very good. . The raksha is very good.,Tollygunge,Positive,"Roads,Safety",94.6%,06:55 PM
4187,The patrol is extremely bad. . The metro is extremely bad.,Dum Dum,Negative,"Safety,Transit",97.6%,06:55 PM
4188,The raksha is extremely bad.,Tollygunge,Negative,Safety,97.3%,06:55 PM
4189,The bhoy is very good. . The sawari is very good.,Kestopur,Positive,"Safety,Transit",98.9%,06:55 PM
4190,The nongra is extremely bad. . The asphalt is extremely bad.,Garia,Negative,"Hygiene,Roads",99.0%,06:55 PM
4191,The metro is extremely bad. . The gully is extremely bad.,Lake Town,Negative,"Transit,Roads",97.4%,06:55 PM
4192,The raston is very good.,Tollygunge,Positive,Roads,94.9%,06:55 PM
4193,The marg is very good.,Dum Dum,Positive,Roads,96.4%,06:55 PM
4194,The rasta is extremely bad.,Dum Dum,Negative,Roads,96.9%,06:55 PM
4195,The congestion is very good. . The pul is very good.,Tollygunge,Positive,"Transit,Roads",95.0%,06:55 PM
4196,The rasta is very good.,Sector V,Positive,Roads,99.4%,06:55 PM
4197,The cleanliness is very good.,Jadavpur,Positive,Hygiene,94.6%,06:55 PM
4198,The crime is extremely bad. . The traffic is extremely bad.,Lake Town,Negative,"Safety,Transit",95.3%,06:55 PM
4199,The chori is extremely bad. . The sewage is extremely bad. . The bhid is extremely bad.,Dum Dum,Negative,"Safety,Hygiene,Transit",94.3%,06:55 PM
4200,The waste is extremely bad.,Dum Dum,Negative,Hygiene,94.3%,06:55 PM
4201,The gorto is extremely bad.,Lake Town,Negative,Roads,97.3%,06:55 PM
4202,The janbahon is very good. . The chori is very good. . The unnoto is very good.,Sector V,Positive,"Transit,Safety,Roads",95.1%,06:55 PM
4203,The nongra is extremely bad. . The bhir is extremely bad.,Garia,Negative,"Hygiene,Transit",96.2%,06:55 PM
4204,The police is extremely bad. . The flyover is extremely bad.,Sector V,Negative,"Safety,Roads",96.6%,06:55 PM
4205,The shuttle is very good.,Sector V,Positive,Transit,96.4%,06:55 PM
4206,The paribahan is extremely bad. . The nikashi is extremely bad.,Tollygunge,Negative,"Transit,Hygiene",99.0%,06:55 PM
4207,The flyover is extremely bad. . The safe is extremely bad. . The bus is extremely bad.,Salt Lake,Negative,"Roads,Safety,Transit",95.8%,06:55 PM
4208,The paribahan is extremely bad.,Salt Lake,Negative,Transit,94.8%,06:55 PM
4209,The dustbin is very good.,Newtown,Positive,Hygiene,94.7%,06:55 PM
4210,The yatayat is very good. . The kudedan is very good.,Lake Town,Positive,"Transit,Hygiene",97.1%,06:55 PM
4211,The metro is extremely bad. . The divider is extremely bad.,Tollygunge,Negative,"Transit,Roads",96.3%,06:55 PM
4212,The kudedan is very good.,Newtown,Positive,Hygiene,94.9%,06:55 PM
4213,The safety is extremely bad.,Salt Lake,Negative,Safety,95.4%,06:55 PM
4214,The churi is extremely bad.,Salt Lake,Negative,Safety,98.1%,06:55 PM
4215,The flyover is very good.,Behala,Positive,Roads,95.8%,06:55 PM
4216,The toto is extremely bad. . The theft is extremely bad.,Kestopur,Negative,"Transit,Safety",97.1%,06:55 PM
4217,The bus is very good.,Tollygunge,Positive,Transit,99.6%,06:55 PM
4218,The raasta is extremely bad.,Lake Town,Negative,Roads,95.9%,06:55 PM
4219,The kudedan is extremely bad. . The safe is extremely bad.,Salt Lake,Negative,"Hygiene,Safety",98.7%,06:55 PM
4220,The gaddha is extremely bad.,Salt Lake,Negative,Roads,99.7%,06:55 PM
4221,The road is extremely bad. . The churi is extremely bad.,Tollygunge,Negative,"Roads,Safety",98.6%,06:55 PM
4222,The nordoma is very good.,Tollygunge,Positive,Hygiene,98.4%,06:55 PM
4223,The rickshaw is very good.,Salt Lake,Positive,Transit,94.9%,06:55 PM
4224,The bus is extremely bad.,Lake Town,Negative,Transit,97.1%,06:55 PM
4225,The safe is very good.,Kestopur,Positive,Safety,98.7%,06:55 PM
4226,The porishkar is extremely bad.,Dum Dum,Negative,Hygiene,98.8%,06:55 PM
4227,The sarak is extremely bad.,Kestopur,Negative,Roads,95.8%,06:55 PM
4228,The metro is very good. . The naali is very good.,Kestopur,Positive,"Transit,Hygiene",97.0%,06:55 PM
4229,The badhu is very good.,Dum Dum,Positive,Hygiene,95.2%,06:55 PM
4230,The metro is extremely bad. . The chori is extremely bad. . The pothole is extremely bad.,Lake Town,Negative,"Transit,Safety,Roads",97.8%,06:55 PM
4231,The safe is very good.,Tollygunge,Positive,Safety,97.6%,06:55 PM
4232,The ondhokar is extremely bad.,Behala,Negative,Safety,99.9%,06:55 PM
4233,The cleanliness is extremely bad.,Garia,Negative,Hygiene,97.4%,06:55 PM
4234,The metro is very good.,Garia,Positive,Transit,96.8%,06:55 PM
4235,The bhid is very good. . The light is very good.,Newtown,Positive,"Transit,Safety",96.0%,06:55 PM
4236,The safe is extremely bad.,Behala,Negative,Safety,99.4%,06:55 PM
4237,The metro is extremely bad. . The kaada is extremely bad. . The drain is extremely bad.,Garia,Negative,"Transit,Roads,Hygiene",96.0%,06:55 PM
4238,The flyover is very good. . The badbu is very good.,Salt Lake,Positive,"Roads,Hygiene",97.3%,06:55 PM
4239,The stench is very good.,Kestopur,Positive,Hygiene,96.2%,06:55 PM
4240,The toto is very good.,Behala,Positive,Transit,98.8%,06:55 PM
4241,The stench is very good. . The toto is very good. . The khana khondko is very good.,Tollygunge,Positive,"Hygiene,Transit,Roads",97.6%,06:55 PM
4242,The paribahan is extremely bad. . The goli is extremely bad. . The phari is extremely bad.,Dum Dum,Negative,"Transit,Roads,Safety",98.8%,06:55 PM
4243,The divider is very good. . The aborjna is very good.,Newtown,Positive,"Roads,Hygiene",95.0%,06:55 PM
4244,The dakat is extremely bad. . The kudedan is extremely bad.,Jadavpur,Negative,"Safety,Hygiene",99.9%,06:55 PM
4245,The manush is very good.,Newtown,Positive,Roads,96.6%,06:55 PM
4246,The dustbin is very good. . The metro is very good. . The goli is very good.,Behala,Positive,"Hygiene,Transit,Roads",99.1%,06:55 PM
4247,The raston is extremely bad.,Garia,Negative,Roads,95.1%,06:55 PM
4248,The secure is extremely bad.,Tollygunge,Negative,Safety,98.0%,06:55 PM
4249,The path is very good.,Tollygunge,Positive,Roads,94.6%,06:55 PM
4250,The unnoto is extremely bad. . The swachh is extremely bad. . The rickshaw is extremely bad.,Lake Town,Negative,"Roads,Hygiene,Transit",95.4%,06:55 PM
4251,The khof is very good. . The rasta is very good. . The metro is very good.,Tollygunge,Positive,"Safety,Roads,Transit",99.8%,06:55 PM
4252,The goli is extremely bad. . The yatayat is extremely bad. . The porishkar is extremely bad.,Behala,Negative,"Roads,Transit,Hygiene",95.5%,06:55 PM
4253,The manush is very good.,Garia,Positive,Roads,94.7%,06:55 PM
4254,The naala is very good.,Lake Town,Positive,Hygiene,94.3%,06:55 PM
4255,The khof is extremely bad.,Garia,Negative,Safety,96.3%,06:55 PM
4256,The auto is very good.,Tollygunge,Positive,Transit,94.2%,06:55 PM
4257,The nikashi is extremely bad.,Dum Dum,Negative,Hygiene,99.2%,06:55 PM
4258,The goli is extremely bad.,Sector V,Negative,Roads,98.2%,06:55 PM
4259,The gorto is very good. . The bus is very good. . The aborjna is very good.,Kestopur,Positive,"Roads,Transit,Hygiene",99.6%,06:55 PM
4260,The stench is very good.,Salt Lake,Positive,Hygiene,98.6%,06:55 PM
