id,text,loc,sentiment,aspects,conf,time,cleaned_text
4054,The naali is very good. . The alo is very good.,Tollygunge,Positive,"Hygiene,Safety",96.4%,06:55 PM,the naali is very good. . the alo is very good.
4055,The rickshaw is extremely bad.,Kestopur,Negative,Transit,96.8%,06:55 PM,the rickshaw is extremely bad.
4056,The alo is very good. . The pothole is very good.,Jadavpur,Positive,"Safety,Roads",98.3%,06:55 PM,the alo is very good. . the pothole is very good.
4057,The police is very good. . The road is very good.,Salt Lake,Positive,"Safety,Roads",99.2%,06:55 PM,the police is very good. . the road is very good.
4058,The nordoma is extremely bad. . The sarak is extremely bad.,Behala,Negative,"Hygiene,Roads",99.4%,06:55 PM,the nordoma is extremely bad. . the sarak is extremely bad.
4059,The khof is very good. . The divider is very good.,Kestopur,Positive,"Safety,Roads",96.1%,06:55 PM,the khof is very good. . the divider is very good.
4060,The divider is very good.,Lake Town,Positive,Roads,94.3%,06:55 PM,the divider is very good.
4061,The drain is very good.,Dum Dum,Positive,Hygiene,97.9%,06:55 PM,the drain is very good.
4062,The janbahon is extremely bad.,Jadavpur,Negative,Transit,96.5%,06:55 PM,the janbahon is extremely bad.
4063,The dustbin is very good.,Sector V,Positive,Hygiene,95.8%,06:55 PM,the dustbin is very good.
4064,The bhid is extremely bad. . The gandagi is extremely bad.,Dum Dum,Negative,"Transit,Hygiene",95.0%,06:55 PM,the bhid is extremely bad. . the gandagi is extremely bad.
4065,The bus is very good. . The aborjna is very good. . The raksha is very good.,Sector V,Positive,"Transit,Hygiene,Safety",97.4%,06:55 PM,the bus is very good. . the aborjna is very good. . the raksha is very good.
4066,The flyover is very good.,Kestopur,Positive,Roads,97.9%,06:55 PM,the flyover is very good.
4067,The rickshaw is extremely bad.,Garia,Negative,Transit,95.6%,06:55 PM,the rickshaw is extremely bad.
4068,The bhir is very good. . The phari is very good.,Lake Town,Positive,"Transit,Safety",95.4%,06:55 PM,the bhir is very good. . the phari is very good.
4069,The khana khondko is very good. . The metro is very good.,Tollygunge,Positive,"Roads,Transit",95.5%,06:55 PM,the khana khondko is very good. . the metro is very good.
4070,The bus is extremely bad. . The raasta is extremely bad. . The litter is extremely bad.,Behala,Negative,"Transit,Roads,Hygiene",98.6%,06:55 PM,the bus is extremely bad. . the raasta is extremely bad. . the litter is extremely bad.
4071,The kachra is very good.,Salt Lake,Positive,Hygiene,96.6%,06:55 PM,the kachra is very good.
4072,The naala is extremely bad. . The flyover is extremely bad. . The protection is extremely bad.,Kestopur,Negative,"Hygiene,Roads,Safety",95.3%,06:55 PM,the naala is extremely bad. . the flyover is extremely bad. . the protection is extremely bad.
4073,The bus is very good.,Sector V,Positive,Transit,95.8%,06:55 PM,the bus is very good.
4074,The bus is extremely bad. . The asphalt is extremely bad. . The nordoma is extremely bad.,Lake Town,Negative,"Transit,Roads,Hygiene",95.5%,06:55 PM,the bus is extremely bad. . the asphalt is extremely bad. . the nordoma is extremely bad.
4075,The bhir is very good. . The lighting is very good. . The sadak is very good.,Dum Dum,Positive,"Transit,Safety,Roads",99.1%,06:55 PM,the bhir is very good. . the lighting is very good. . the sadak is very good.
4076,The rickshaw is very good.,Tollygunge,Positive,Transit,99.1%,06:55 PM,the rickshaw is very good.
4077,The auto is extremely bad. . The secure is extremely bad.,Behala,Negative,"Transit,Safety",96.6%,06:55 PM,the auto is extremely bad. . the secure is extremely bad.
4078,The police is extremely bad. . The pothole is extremely bad.,Newtown,Negative,"Safety,Roads",96.2%,06:55 PM,the police is extremely bad. . the pothole is extremely bad.
4079,The bhoy is extremely bad.,Sector V,Negative,Safety,98.8%,06:55 PM,the bhoy is extremely bad.
4080,The highway is very good.,Sector V,Positive,Roads,99.6%,06:55 PM,the highway is very good.
4081,The rickshaw is extremely bad.,Sector V,Negative,Transit,99.6%,06:55 PM,the rickshaw is extremely bad.
4082,The manush is extremely bad.,Behala,Negative,Roads,97.9%,06:55 PM,the manush is extremely bad.
4083,The road is extremely bad.,Jadavpur,Negative,Roads,97.2%,06:55 PM,the road is extremely bad.
4084,The metro is very good.,Tollygunge,Positive,Transit,98.4%,06:55 PM,the metro is very good.
4085,The raksha is very good.,Tollygunge,Positive,Safety,95.3%,06:55 PM,the raksha is very good.
4086,The waste is extremely bad.,Tollygunge,Negative,Hygiene,98.2%,06:55 PM,the waste is extremely bad.
4087,The traffic is extremely bad.,Lake Town,Negative,Transit,96.1%,06:55 PM,the traffic is extremely bad.
4088,The commute is extremely bad. . The trash is extremely bad.,Kestopur,Negative,"Transit,Hygiene",99.8%,06:55 PM,the commute is extremely bad. . the trash is extremely bad.
4089,The ganda is very good. . The alo is very good.,Newtown,Positive,"Hygiene,Safety",95.4%,06:55 PM,the ganda is very good. . the alo is very good.
4090,The khof is very good. . The naala is very good. . The khana khondko is very good.,Dum Dum,Positive,"Safety,Hygiene,Roads",97.7%,06:55 PM,the khof is very good. . the naala is very good. . the khana khondko is very good.
4091,The swachh is very good.,Dum Dum,Positive,Hygiene,96.3%,06:55 PM,the swachh is very good.
4092,The rickshaw is very good.,Salt Lake,Positive,Transit,97.9%,06:55 PM,the rickshaw is very good.
4093,The churi is extremely bad.,Lake Town,Negative,Safety,94.0%,06:55 PM,the churi is extremely bad.
4094,The yatayat is extremely bad. . The chori is extremely bad.,Jadavpur,Negative,"Transit,Safety",98.2%,06:55 PM,the yatayat is extremely bad. . the chori is extremely bad.
4095,The khof is extremely bad.,Jadavpur,Negative,Safety,95.0%,06:55 PM,the khof is extremely bad.
4096,The congestion is very good.,Kestopur,Positive,Transit,99.8%,06:55 PM,the congestion is very good.
4097,The kaada is extremely bad.,Sector V,Negative,Roads,94.2%,06:55 PM,the kaada is extremely bad.
4098,The metro is extremely bad.,Garia,Negative,Transit,98.0%,06:55 PM,the metro is extremely bad.
4099,The shuttle is extremely bad. . The pul is extremely bad. . The litter is extremely bad.,Sector V,Negative,"Transit,Roads,Hygiene",97.7%,06:55 PM,the shuttle is extremely bad. . the pul is extremely bad. . the litter is extremely bad.
4100,The trash is very good. . The khana khondko is very good. . The auto is very good.,Salt Lake,Positive,"Hygiene,Roads,Transit",97.0%,06:55 PM,the trash is very good. . the khana khondko is very good. . the auto is very good.
4101,The chori is extremely bad.,Jadavpur,Negative,Safety,98.8%,06:55 PM,the chori is extremely bad.
4102,The divider is extremely bad. . The sanitation is extremely bad.,Tollygunge,Negative,"Roads,Hygiene",99.8%,06:55 PM,the divider is extremely bad. . the sanitation is extremely bad.
4103,The naala is very good.,Sector V,Positive,Hygiene,99.5%,06:55 PM,the naala is very good.
4104,The khof is very good.,Dum Dum,Positive,Safety,98.1%,06:55 PM,the khof is very good.
4105,The road is very good.,Dum Dum,Positive,Roads,97.7%,06:55 PM,the road is very good.
4106,The dustbin is very good.,Sector V,Positive,Hygiene,99.1%,06:55 PM,the dustbin is very good.
4107,The theft is extremely bad.,Sector V,Negative,Safety,97.0%,06:55 PM,the theft is extremely bad.
4108,The bus is very good.,Garia,Positive,Transit,96.2%,06:55 PM,the bus is very good.
4109,The marg is extremely bad.,Garia,Negative,Roads,95.3%,06:55 PM,the marg is extremely bad.
4110,The dustbin is very good. . The auto is very good.,Dum Dum,Positive,"Hygiene,Transit",98.6%,06:55 PM,the dustbin is very good. . the auto is very good.
4111,The naala is extremely bad. . The street is extremely bad. . The phari is extremely bad.,Behala,Negative,"Hygiene,Roads,Safety",94.9%,06:55 PM,the naala is extremely bad. . the street is extremely bad. . the phari is extremely bad.
4112,The congestion is very good. . The kachra is very good.,Tollygunge,Positive,"Transit,Hygiene",98.2%,06:55 PM,the congestion is very good. . the kachra is very good.
4113,The kaada is very good. . The dakat is very good.,Sector V,Positive,"Roads,Safety",94.0%,06:55 PM,the kaada is very good. . the dakat is very good.
4114,The rickshaw is extremely bad. . The alo is extremely bad.,Tollygunge,Negative,"Transit,Safety",98.2%,06:55 PM,the rickshaw is extremely bad. . the alo is extremely bad.
4115,The safe is extremely bad.,Lake Town,Negative,Safety,98.5%,06:55 PM,the safe is extremely bad.
4116,The pul is extremely bad. . The nirapotta is extremely bad.,Lake Town,Negative,"Roads,Safety",99.0%,06:55 PM,the pul is extremely bad. . the nirapotta is extremely bad.
4117,The metro is very good. . The sarak is very good.,Sector V,Positive,"Transit,Roads",97.4%,06:55 PM,the metro is very good. . the sarak is very good.
4118,The dustbin is extremely bad. . The traffic is extremely bad.,Salt Lake,Negative,"Hygiene,Transit",94.5%,06:55 PM,the dustbin is extremely bad. . the traffic is extremely bad.
4119,The transport is very good. . The sewage is very good.,Dum Dum,Positive,"Transit,Hygiene",98.1%,06:55 PM,the transport is very good. . the sewage is very good.
4120,The path is very good. . The phari is very good.,Lake Town,Positive,"Roads,Safety",95.3%,06:55 PM,the path is very good. . the phari is very good.
4121,The divider is extremely bad.,Lake Town,Negative,Roads,96.9%,06:55 PM,the divider is extremely bad.
4122,The kudedan is extremely bad. . The goli is extremely bad.,Sector V,Negative,"Hygiene,Roads",97.7%,06:55 PM,the kudedan is extremely bad. . the goli is extremely bad.
4123,The porishkar is extremely bad.,Newtown,Negative,Hygiene,97.3%,06:55 PM,the porishkar is extremely bad.
4124,The gaadi is very good. . The kachra is very good.,Garia,Positive,"Transit,Hygiene",95.1%,06:55 PM,the gaadi is very good. . the kachra is very good.
4125,The surface is extremely bad.,Behala,Negative,Roads,99.1%,06:55 PM,the surface is extremely bad.
4126,The safety is very good. . The kaada is very good.,Lake Town,Positive,"Safety,Roads",98.5%,06:55 PM,the safety is very good. . the kaada is very good.
4127,The sadak is very good.,Jadavpur,Positive,Roads,98.3%,06:55 PM,the sadak is very good.
4128,The stench is very good. . The marg is very good.,Garia,Positive,"Hygiene,Roads",97.6%,06:55 PM,the stench is very good. . the marg is very good.
4129,The paribahan is very good. . The pothole is very good.,Lake Town,Positive,"Transit,Roads",96.0%,06:55 PM,the paribahan is very good. . the pothole is very good.
4130,The bridge is extremely bad.,Kestopur,Negative,Roads,97.4%,06:55 PM,the bridge is extremely bad.
4131,The rickshaw is extremely bad.,Tollygunge,Negative,Transit,95.5%,06:55 PM,the rickshaw is extremely bad.
4132,The trash is very good.,Lake Town,Positive,Hygiene,98.2%,06:55 PM,the trash is very good.
4133,The badbu is extremely bad. . The safe is extremely bad. . The bus is extremely bad.,Kestopur,Negative,"Hygiene,Safety,Transit",98.1%,06:55 PM,the badbu is extremely bad. . the safe is extremely bad. . the bus is extremely bad.
4134,The ondhokar is very good. . The nongra is very good.,Sector V,Positive,"Safety,Hygiene",97.3%,06:55 PM,the ondhokar is very good. . the nongra is very good.
4135,The police is very good.,Dum Dum,Positive,Safety,96.2%,06:55 PM,the police is very good.
4136,The yatayat is very good.,Kestopur,Positive,Transit,96.3%,06:55 PM,the yatayat is very good.
4137,The churi is very good. . The bhid is very good.,Lake Town,Positive,"Safety,Transit",98.1%,06:55 PM,the churi is very good. . the bhid is very good.
4138,The pul is very good.,Garia,Positive,Roads,96.3%,06:55 PM,the pul is very good.
4139,The porishkar is very good.,Behala,Positive,Hygiene,96.4%,06:55 PM,the porishkar is very good.
4140,The dustbin is extremely bad.,Lake Town,Negative,Hygiene,99.3%,06:55 PM,the dustbin is extremely bad.
4141,The metro is extremely bad. . The sanitation is extremely bad.,Newtown,Negative,"Transit,Hygiene",96.6%,06:55 PM,the metro is extremely bad. . the sanitation is extremely bad.
4142,The flyover is extremely bad. . The bus is extremely bad.,Sector V,Negative,"Roads,Transit",99.7%,06:55 PM,the flyover is extremely bad. . the bus is extremely bad.
4143,The rickshaw is extremely bad.,Dum Dum,Negative,Transit,98.7%,06:55 PM,the rickshaw is extremely bad.
4144,The bus is extremely bad. . The porishkar is extremely bad.,Kestopur,Negative,"Transit,Hygiene",95.8%,06:55 PM,the bus is extremely bad. . the porishkar is extremely bad.
4145,The toto is very good.,Behala,Positive,Transit,94.8%,06:55 PM,the toto is very good.
4146,The path is extremely bad.,Sector V,Negative,Roads,98.6%,06:55 PM,the path is extremely bad.
4147,The badhu is very good.,Tollygunge,Positive,Hygiene,95.0%,06:55 PM,the badhu is very good.
4148,The bus is very good.,Garia,Positive,Transit,94.7%,06:55 PM,the bus is very good.
4149,The ondhokar is very good.,Jadavpur,Positive,Safety,98.5%,06:55 PM,the ondhokar is very good.
4150,The divider is extremely bad.,Behala,Negative,Roads,99.3%,06:55 PM,the divider is extremely bad.
4151,The badbu is extremely bad.,Dum Dum,Negative,Hygiene,98.3%,06:55 PM,the badbu is extremely bad.
4152,The dar is very good. . The sawari is very good.,Dum Dum,Positive,"Safety,Transit",99.3%,06:55 PM,the dar is very good. . the sawari is very good.
4153,The rickshaw is extremely bad.,Sector V,Negative,Transit,99.5%,06:55 PM,the rickshaw is extremely bad.
4154,The naala is extremely bad.,Salt Lake,Negative,Hygiene,95.3%,06:55 PM,the naala is extremely bad.
4155,The frequency is very good. . The rasta is very good.,Tollygunge,Positive,"Transit,Roads",97.5%,06:55 PM,the frequency is very good. . the rasta is very good.
4156,The path is very good. . The nongra is very good.,Newtown,Positive,"Roads,Hygiene",94.9%,06:55 PM,the path is very good. . the nongra is very good.
4157,The traffic is very good. . The crime is very good.,Dum Dum,Positive,"Transit,Safety",98.3%,06:55 PM,the traffic is very good. . the crime is very good.
4158,The street is very good.,Salt Lake,Positive,Roads,97.4%,06:55 PM,the street is very good.
4159,The sawari is very good.,Sector V,Positive,Transit,98.1%,06:55 PM,the sawari is very good.
4160,The drain is very good. . The crime is very good.,Garia,Positive,"Hygiene,Safety",99.8%,06:55 PM,the drain is very good. . the crime is very good.
4161,The yatayat is very good.,Tollygunge,Positive,Transit,98.2%,06:55 PM,the yatayat is very good.
4162,The aborjna is very good.,Newtown,Positive,Hygiene,98.0%,06:55 PM,the aborjna is very good.
4163,The khof is very good. . The toto is very good. . The dustbin is very good.,Lake Town,Positive,"Safety,Transit,Hygiene",99.4%,06:55 PM,the khof is very good. . the toto is very good. . the dustbin is very good.
4164,The garbage is extremely bad.,Lake Town,Negative,Hygiene,96.9%,06:55 PM,the garbage is extremely bad.
4165,The badbu is extremely bad.,Jadavpur,Negative,Hygiene,99.3%,06:55 PM,the badbu is extremely bad.
4166,The unnoto is extremely bad.,Behala,Negative,Roads,95.7%,06:55 PM,the unnoto is extremely bad.
4167,The naali is extremely bad.,Garia,Negative,Hygiene,98.0%,06:55 PM,the naali is extremely bad.
4168,The gully is extremely bad. . The commute is extremely bad. . The safai is extremely bad.,Tollygunge,Negative,"Roads,Transit,Hygiene",97.9%,06:55 PM,the gully is extremely bad. . the commute is extremely bad. . the safai is extremely bad.
4169,The andhera is very good. . The bus is very good.,Garia,Positive,"Safety,Transit",96.4%,06:55 PM,the andhera is very good. . the bus is very good.
4170,The trash is very good.,Lake Town,Positive,Hygiene,98.0%,06:55 PM,the trash is very good.
4171,The patrol is very good.,Behala,Positive,Safety,96.0%,06:55 PM,the patrol is very good.
4172,The khof is extremely bad. . The smell is extremely bad.,Behala,Negative,"Safety,Hygiene",99.1%,06:55 PM,the khof is extremely bad. . the smell is extremely bad.
4173,The bhoy is extremely bad. . The ganda is extremely bad.,Behala,Negative,"Safety,Hygiene",98.5%,06:55 PM,the bhoy is extremely bad. . the ganda is extremely bad.
4174,The light is very good.,Behala,Positive,Safety,98.2%,06:55 PM,the light is very good.
4175,The rickshaw is extremely bad.,Lake Town,Negative,Transit,95.9%,06:55 PM,the rickshaw is extremely bad.
4176,The lane is extremely bad. . The nirapotta is extremely bad.,Garia,Negative,"Roads,Safety",96.3%,06:55 PM,the lane is extremely bad. . the nirapotta is extremely bad.
4177,The drain is extremely bad. . The ondhokar is extremely bad.,Tollygunge,Negative,"Hygiene,Safety",94.6%,06:55 PM,the drain is extremely bad. . the ondhokar is extremely bad.
4178,The paribahan is very good.,Kestopur,Positive,Transit,96.6%,06:55 PM,the paribahan is very good.
4179,The raksha is very good.,Lake Town,Positive,Safety,98.3%,06:55 PM,the raksha is very good.
4180,The litter is very good.,Dum Dum,Positive,Hygiene,99.0%,06:55 PM,the litter is very good.
4181,The badhu is very good. . The bhir is very good.,Salt Lake,Positive,"Hygiene,Transit",95.0%,06:55 PM,the badhu is very good. . the bhir is very good.
4182,The raasta is very good.,Garia,Positive,Roads,95.1%,06:55 PM,the raasta is very good.
4183,The pul is extremely bad.,Lake Town,Negative,Roads,97.8%,06:55 PM,the pul is extremely bad.
4184,The khana khondko is very good.,Kestopur,Positive,Roads,99.7%,06:55 PM,the khana khondko is very good.
4185,The kudedan is very good.,Lake Town,Positive,Hygiene,97.9%,06:55 PM,the kudedan is very good.
4186,The road is very good. . The raksha is very good.,Tollygunge,Positive,"Roads,Safety",94.6%,06:55 PM,the road is very good. . the raksha is very good.
4187,The patrol is extremely bad. . The metro is extremely bad.,Dum Dum,Negative,"Safety,Transit",97.6%,06:55 PM,the patrol is extremely bad. . the metro is extremely bad.
4188,The raksha is extremely bad.,Tollygunge,Negative,Safety,97.3%,06:55 PM,the raksha is extremely bad.
4189,The bhoy is very good. . The sawari is very good.,Kestopur,Positive,"Safety,Transit",98.9%,06:55 PM,the bhoy is very good. . the sawari is very good.
4190,The nongra is extremely bad. . The asphalt is extremely bad.,Garia,Negative,"Hygiene,Roads",99.0%,06:55 PM,the nongra is extremely bad. . the asphalt is extremely bad.
4191,The metro is extremely bad. . The gully is extremely bad.,Lake Town,Negative,"Transit,Roads",97.4%,06:55 PM,the metro is extremely bad. . the gully is extremely bad.
4192,The raston is very good.,Tollygunge,Positive,Roads,94.9%,06:55 PM,the raston is very good.
4193,The marg is very good.,Dum Dum,Positive,Roads,96.4%,06:55 PM,the marg is very good.
4194,The rasta is extremely bad.,Dum Dum,Negative,Roads,96.9%,06:55 PM,the rasta is extremely bad.
4195,The congestion is very good. . The pul is very good.,Tollygunge,Positive,"Transit,Roads",95.0%,06:55 PM,the congestion is very good. . the pul is very good.
4196,The rasta is very good.,Sector V,Positive,Roads,99.4%,06:55 PM,the rasta is very good.
4197,The cleanliness is very good.,Jadavpur,Positive,Hygiene,94.6%,06:55 PM,the cleanliness is very good.
4198,The crime is extremely bad. . The traffic is extremely bad.,Lake Town,Negative,"Safety,Transit",95.3%,06:55 PM,the crime is extremely bad. . the traffic is extremely bad.
4199,The chori is extremely bad. . The sewage is extremely bad. . The bhid is extremely bad.,Dum Dum,Negative,"Safety,Hygiene,Transit",94.3%,06:55 PM,the chori is extremely bad. . the sewage is extremely bad. . the bhid is extremely bad.
4200,The waste is extremely bad.,Dum Dum,Negative,Hygiene,94.3%,06:55 PM,the waste is extremely bad.
4201,The gorto is extremely bad.,Lake Town,Negative,Roads,97.3%,06:55 PM,the gorto is extremely bad.
4202,The janbahon is very good. . The chori is very good. . The unnoto is very good.,Sector V,Positive,"Transit,Safety,Roads",95.1%,06:55 PM,the janbahon is very good. . the chori is very good. . the unnoto is very good.
4203,The nongra is extremely bad. . The bhir is extremely bad.,Garia,Negative,"Hygiene,Transit",96.2%,06:55 PM,the nongra is extremely bad. . the bhir is extremely bad.
4204,The police is extremely bad. . The flyover is extremely bad.,Sector V,Negative,"Safety,Roads",96.6%,06:55 PM,the police is extremely bad. . the flyover is extremely bad.
4205,The shuttle is very good.,Sector V,Positive,Transit,96.4%,06:55 PM,the shuttle is very good.
4206,The paribahan is extremely bad. . The nikashi is extremely bad.,Tollygunge,Negative,"Transit,Hygiene",99.0%,06:55 PM,the paribahan is extremely bad. . the nikashi is extremely bad.
4207,The flyover is extremely bad. . The safe is extremely bad. . The bus is extremely bad.,Salt Lake,Negative,"Roads,Safety,Transit",95.8%,06:55 PM,the flyover is extremely bad. . the safe is extremely bad. . the bus is extremely bad.
4208,The paribahan is extremely bad.,Salt Lake,Negative,Transit,94.8%,06:55 PM,the paribahan is extremely bad.
4209,The dustbin is very good.,Newtown,Positive,Hygiene,94.7%,06:55 PM,the dustbin is very good.
4210,The yatayat is very good. . The kudedan is very good.,Lake Town,Positive,"Transit,Hygiene",97.1%,06:55 PM,the yatayat is very good. . the kudedan is very good.
4211,The metro is extremely bad. . The divider is extremely bad.,Tollygunge,Negative,"Transit,Roads",96.3%,06:55 PM,the metro is extremely bad. . the divider is extremely bad.
4212,The kudedan is very good.,Newtown,Positive,Hygiene,94.9%,06:55 PM,the kudedan is very good.
4213,The safety is extremely bad.,Salt Lake,Negative,Safety,95.4%,06:55 PM,the safety is extremely bad.
4214,The churi is extremely bad.,Salt Lake,Negative,Safety,98.1%,06:55 PM,the churi is extremely bad.
4215,The flyover is very good.,Behala,Positive,Roads,95.8%,06:55 PM,the flyover is very good.
4216,The toto is extremely bad. . The theft is extremely bad.,Kestopur,Negative,"Transit,Safety",97.1%,06:55 PM,the toto is extremely bad. . the theft is extremely bad.
4217,The bus is very good.,Tollygunge,Positive,Transit,99.6%,06:55 PM,the bus is very good.
4218,The raasta is extremely bad.,Lake Town,Negative,Roads,95.9%,06:55 PM,the raasta is extremely bad.
4219,The kudedan is extremely bad. . The safe is extremely bad.,Salt Lake,Negative,"Hygiene,Safety",98.7%,06:55 PM,the kudedan is extremely bad. . the safe is extremely bad.
4220,The gaddha is extremely bad.,Salt Lake,Negative,Roads,99.7%,06:55 PM,the gaddha is extremely bad.
4221,The road is extremely bad. . The churi is extremely bad.,Tollygunge,Negative,"Roads,Safety",98.6%,06:55 PM,the road is extremely bad. . the churi is extremely bad.
4222,The nordoma is very good.,Tollygunge,Positive,Hygiene,98.4%,06:55 PM,the nordoma is very good.
4223,The rickshaw is very good.,Salt Lake,Positive,Transit,94.9%,06:55 PM,the rickshaw is very good.
4224,The bus is extremely bad.,Lake Town,Negative,Transit,97.1%,06:55 PM,the bus is extremely bad.
4225,The safe is very good.,Kestopur,Positive,Safety,98.7%,06:55 PM,the safe is very good.
4226,The porishkar is extremely bad.,Dum Dum,Negative,Hygiene,98.8%,06:55 PM,the porishkar is extremely bad.
4227,The sarak is extremely bad.,Kestopur,Negative,Roads,95.8%,06:55 PM,the sarak is extremely bad.
4228,The metro is very good. . The naali is very good.,Kestopur,Positive,"Transit,Hygiene",97.0%,06:55 PM,the metro is very good. . the naali is very good.
4229,The badhu is very good.,Dum Dum,Positive,Hygiene,95.2%,06:55 PM,the badhu is very good.
4230,The metro is extremely bad. . The chori is extremely bad. . The pothole is extremely bad.,Lake Town,Negative,"Transit,Safety,Roads",97.8%,06:55 PM,the metro is extremely bad. . the chori is extremely bad. . the pothole is extremely bad.
4231,The safe is very good.,Tollygunge,Positive,Safety,97.6%,06:55 PM,the safe is very good.
4232,The ondhokar is extremely bad.,Behala,Negative,Safety,99.9%,06:55 PM,the ondhokar is extremely bad.
4233,The cleanliness is extremely bad.,Garia,Negative,Hygiene,97.4%,06:55 PM,the cleanliness is extremely bad.
4234,The metro is very good.,Garia,Positive,Transit,96.8%,06:55 PM,the metro is very good.
4235,The bhid is very good. . The light is very good.,Newtown,Positive,"Transit,Safety",96.0%,06:55 PM,the bhid is very good. . the light is very good.
4236,The safe is extremely bad.,Behala,Negative,Safety,99.4%,06:55 PM,the safe is extremely bad.
4237,The metro is extremely bad. . The kaada is extremely bad. . The drain is extremely bad.,Garia,Negative,"Transit,Roads,Hygiene",96.0%,06:55 PM,the metro is extremely bad. . the kaada is extremely bad. . the drain is extremely bad.
4238,The flyover is very good. . The badbu is very good.,Salt Lake,Positive,"Roads,Hygiene",97.3%,06:55 PM,the flyover is very good. . the badbu is very good.
4239,The stench is very good.,Kestopur,Positive,Hygiene,96.2%,06:55 PM,the stench is very good.
4240,The toto is very good.,Behala,Positive,Transit,98.8%,06:55 PM,the toto is very good.
4241,The stench is very good. . The toto is very good. . The khana khondko is very good.,Tollygunge,Positive,"Hygiene,Transit,Roads",97.6%,06:55 PM,the stench is very good. . the toto is very good. . the khana khondko is very good.
4242,The paribahan is extremely bad. . The goli is extremely bad. . The phari is extremely bad.,Dum Dum,Negative,"Transit,Roads,Safety",98.8%,06:55 PM,the paribahan is extremely bad. . the goli is extremely bad. . the phari is extremely bad.
4243,The divider is very good. . The aborjna is very good.,Newtown,Positive,"Roads,Hygiene",95.0%,06:55 PM,the divider is very good. . the aborjna is very good.
4244,The dakat is extremely bad. . The kudedan is extremely bad.,Jadavpur,Negative,"Safety,Hygiene",99.9%,06:55 PM,the dakat is extremely bad. . the kudedan is extremely bad.
4245,The manush is very good.,Newtown,Positive,Roads,96.6%,06:55 PM,the manush is very good.
4246,The dustbin is very good. . The metro is very good. . The goli is very good.,Behala,Positive,"Hygiene,Transit,Roads",99.1%,06:55 PM,the dustbin is very good. . the metro is very good. . the goli is very good.
4247,The raston is extremely bad.,Garia,Negative,Roads,95.1%,06:55 PM,the raston is extremely bad.
4248,The secure is extremely bad.,Tollygunge,Negative,Safety,98.0%,06:55 PM,the secure is extremely bad.
4249,The path is very good.,Tollygunge,Positive,Roads,94.6%,06:55 PM,the path is very good.
4250,The unnoto is extremely bad. . The swachh is extremely bad. . The rickshaw is extremely bad.,Lake Town,Negative,"Roads,Hygiene,Transit",95.4%,06:55 PM,the unnoto is extremely bad. . the swachh is extremely bad. . the rickshaw is extremely bad.
4251,The khof is very good. . The rasta is very good. . The metro is very good.,Tollygunge,Positive,"Safety,Roads,Transit",99.8%,06:55 PM,the khof is very good. . the rasta is very good. . the metro is very good.
4252,The goli is extremely bad. . The yatayat is extremely bad. . The porishkar is extremely bad.,Behala,Negative,"Roads,Transit,Hygiene",95.5%,06:55 PM,the goli is extremely bad. . the yatayat is extremely bad. . the porishkar is extremely bad.
4253,The manush is very good.,Garia,Positive,Roads,94.7%,06:55 PM,the manush is very good.
4254,The naala is very good.,Lake Town,Positive,Hygiene,94.3%,06:55 PM,the naala is very good.
4255,The khof is extremely bad.,Garia,Negative,Safety,96.3%,06:55 PM,the khof is extremely bad.
4256,The auto is very good.,Tollygunge,Positive,Transit,94.2%,06:55 PM,the auto is very good.
4257,The nikashi is extremely bad.,Dum Dum,Negative,Hygiene,99.2%,06:55 PM,the nikashi is extremely bad.
4258,The goli is extremely bad.,Sector V,Negative,Roads,98.2%,06:55 PM,the goli is extremely bad.
4259,The gorto is very good. . The bus is very good. . The aborjna is very good.,Kestopur,Positive,"Roads,Transit,Hygiene",99.6%,06:55 PM,the gorto is very good. . the bus is very good. . the aborjna is very good.
4260,The stench is very good.,Salt Lake,Positive,Hygiene,98.6%,06:55 PM,the stench is very good.
4261,The highway is very good. . The metro is very good.,Kestopur,Positive,"Roads,Transit",96.6%,06:55 PM,the highway is very good. . the metro is very good.
4262,The badbu is extremely bad.,Salt Lake,Negative,Hygiene,96.2%,06:55 PM,the badbu is extremely bad.
4263,The gorto is very good. . The yatayat is very good.,Salt Lake,Positive,"Roads,Transit",98.7%,06:55 PM,the gorto is very good. . the yatayat is very good.
4264,The lane is very good. . The light is very good.,Lake Town,Positive,"Roads,Safety",97.4%,06:55 PM,the lane is very good. . the light is very good.
4265,The unnoto is very good. . The rickshaw is very good. . The nordoma is very good.,Tollygunge,Positive,"Roads,Transit,Hygiene",98.7%,06:55 PM,the unnoto is very good. . the rickshaw is very good. . the nordoma is very good.
4266,The paribahan is very good. . The swachh is very good.,Jadavpur,Positive,"Transit,Hygiene",96.7%,06:55 PM,the paribahan is very good. . the swachh is very good.
4267,The police is extremely bad.,Sector V,Negative,Safety,94.5%,06:55 PM,the police is extremely bad.
4268,The shuttle is very good.,Garia,Positive,Transit,98.5%,06:55 PM,the shuttle is very good.
4269,The nongra is extremely bad.,Kestopur,Negative,Hygiene,99.4%,06:55 PM,the nongra is extremely bad.
4270,The congestion is extremely bad. . The naali is extremely bad.,Newtown,Negative,"Transit,Hygiene",98.9%,06:55 PM,the congestion is extremely bad. . the naali is extremely bad.
4271,The kachra is extremely bad. . The lighting is extremely bad.,Behala,Negative,"Hygiene,Safety",96.2%,06:55 PM,the kachra is extremely bad. . the lighting is extremely bad.
